user_id,product_id,interaction_type
23,285,purchase
23,145,purchase
23,496,purchase
23,362,view
23,182,purchase
23,5,cart
23,262,cart
23,116,cart
23,500,cart
23,116,purchase
23,291,view
23,249,purchase
23,326,view
23,10,purchase
23,180,view
23,358,view
24,120,view
24,252,view
24,375,purchase
24,129,cart
24,351,view
24,265,cart
24,115,purchase
24,321,purchase
24,131,cart
24,267,view
24,337,cart
25,173,cart
25,262,cart
25,127,purchase
25,94,cart
25,472,view
25,364,cart
25,376,cart
25,488,purchase
25,390,cart
25,240,view
25,418,cart
25,202,purchase
25,65,purchase
25,477,cart
26,125,view
26,280,view
26,255,view
26,144,view
26,165,view
26,43,purchase
26,303,cart
26,468,purchase
26,27,view
26,42,purchase
26,258,purchase
26,318,view
26,408,purchase
26,241,view
26,482,view
26,49,cart
26,396,view
26,490,purchase
26,111,cart
27,79,cart
27,125,cart
27,197,purchase
27,379,view
27,164,view
27,194,cart
27,496,cart
27,387,view
27,69,cart
27,485,cart
27,134,view
27,425,purchase
27,231,cart
27,448,view
27,56,purchase
27,55,view
27,211,view
27,340,view
28,238,view
28,59,cart
28,28,purchase
28,33,purchase
28,358,purchase
28,189,cart
28,61,purchase
28,400,cart
28,484,cart
28,450,cart
28,394,view
28,185,purchase
28,197,purchase
28,471,cart
28,366,purchase
28,6,view
28,91,cart
28,124,purchase
29,184,purchase
29,250,view
29,351,cart
29,410,purchase
29,175,cart
29,349,view
29,401,view
29,403,purchase
30,83,cart
30,479,cart
30,393,purchase
30,45,cart
30,9,cart
31,94,view
31,325,cart
31,240,view
31,102,cart
31,486,purchase
31,144,purchase
31,104,purchase
31,38,purchase
31,285,cart
31,193,view
31,74,cart
31,293,cart
31,162,view
31,140,purchase
31,493,view
31,256,view
31,319,cart
31,155,cart
31,322,view
32,335,view
32,110,view
32,257,purchase
32,6,cart
32,22,cart
32,405,purchase
32,485,purchase
32,287,purchase
32,299,view
32,216,cart
32,209,cart
32,177,view
32,435,cart
32,351,purchase
32,15,cart
32,368,cart
32,163,purchase
32,373,cart
32,391,cart
32,286,view
33,163,view
33,161,cart
33,79,purchase
33,19,cart
33,370,purchase
33,78,purchase
33,135,view
34,65,view
34,242,purchase
34,195,purchase
34,99,view
34,220,cart
34,342,purchase
34,41,purchase
34,462,purchase
34,271,view
35,62,cart
35,392,purchase
35,466,purchase
35,498,view
35,218,cart
36,82,view
36,339,view
36,266,view
36,85,cart
36,435,cart
36,13,purchase
36,340,view
36,100,purchase
36,351,purchase
36,201,cart
36,76,view
36,411,cart
37,121,view
37,32,purchase
37,12,purchase
37,46,view
37,413,purchase
37,355,view
37,331,cart
37,366,view
37,88,cart
37,140,cart
37,24,view
37,190,cart
37,62,cart
37,278,cart
37,426,cart
37,255,view
37,366,purchase
37,246,cart
37,223,cart
38,264,view
38,330,cart
38,224,cart
38,190,purchase
38,427,view
38,319,cart
38,220,view
38,332,purchase
38,249,purchase
38,490,cart
38,366,view
38,148,purchase
38,471,view
38,477,purchase
38,61,purchase
39,359,cart
39,329,purchase
39,295,view
39,170,purchase
39,478,purchase
39,234,purchase
39,250,cart
39,221,purchase
39,145,purchase
39,195,cart
39,416,view
39,234,purchase
39,242,cart
39,42,cart
39,474,cart
40,110,purchase
40,186,view
40,68,purchase
40,394,view
40,59,cart
40,383,cart
40,353,purchase
40,340,cart
40,314,cart
40,132,cart
41,346,view
41,309,view
41,40,view
41,305,view
41,43,purchase
41,95,purchase
41,62,view
41,489,cart
41,152,purchase
41,250,view
42,358,cart
42,125,view
42,324,view
42,317,cart
42,407,view
43,284,cart
43,455,cart
43,393,cart
43,299,purchase
43,456,purchase
43,470,cart
44,366,cart
44,39,purchase
44,234,view
44,262,cart
44,30,purchase
44,456,cart
44,235,view
44,26,purchase
44,43,purchase
44,455,cart
44,259,purchase
44,65,cart
45,432,purchase
45,270,view
45,404,purchase
45,409,cart
45,101,cart
45,395,view
45,29,purchase
45,313,view
45,8,view
45,208,view
45,312,view
45,59,purchase
45,488,purchase
45,327,view
46,106,view
46,421,purchase
46,226,purchase
46,453,purchase
46,398,purchase
46,468,purchase
46,177,view
46,78,purchase
46,385,purchase
46,362,cart
46,378,purchase
46,152,view
47,325,purchase
47,69,view
47,138,cart
47,176,purchase
47,300,view
47,69,purchase
47,384,cart
47,400,cart
47,60,view
47,222,view
48,76,cart
48,365,view
48,25,purchase
48,219,view
48,179,purchase
48,445,purchase
48,92,view
48,73,cart
48,127,view
48,135,view
48,64,cart
48,207,view
48,300,view
48,317,cart
48,178,purchase
48,307,view
48,139,view
48,237,purchase
48,243,purchase
48,193,cart
49,414,cart
49,65,cart
49,48,cart
49,221,cart
49,120,view
49,476,cart
49,381,cart
49,289,view
49,394,purchase
50,461,cart
50,488,cart
50,293,view
50,405,purchase
50,231,purchase
51,127,cart
51,224,cart
51,146,cart
51,55,cart
51,139,cart
51,19,view
51,35,purchase
51,247,cart
51,104,purchase
51,276,cart
51,47,view
52,269,cart
52,83,view
52,187,cart
52,418,view
52,443,view
52,233,view
52,285,view
52,146,purchase
52,339,cart
52,227,cart
52,274,cart
52,137,view
52,451,view
52,458,cart
52,280,cart
52,55,view
52,223,purchase
53,62,cart
53,493,purchase
53,385,view
53,181,purchase
53,314,view
53,384,cart
53,120,cart
53,488,view
54,455,cart
54,373,cart
54,478,purchase
54,95,view
54,125,cart
54,180,purchase
54,59,cart
54,288,view
54,189,cart
54,243,purchase
55,447,cart
55,303,view
55,422,purchase
55,13,view
55,203,cart
55,251,cart
55,73,purchase
55,483,purchase
55,314,view
55,465,purchase
55,337,view
55,55,purchase
55,31,cart
55,14,purchase
55,440,purchase
55,293,purchase
55,268,cart
55,225,view
55,153,purchase
55,24,cart
56,36,purchase
56,179,view
56,277,view
56,330,view
56,359,cart
56,412,purchase
56,189,purchase
56,223,cart
57,405,view
57,236,view
57,227,view
57,233,cart
57,121,cart
57,429,view
57,95,purchase
57,381,purchase
57,14,cart
57,336,purchase
57,288,view
57,32,cart
57,412,cart
57,116,purchase
57,205,view
57,112,view
57,258,cart
57,492,cart
57,500,cart
57,102,view
58,276,view
58,84,cart
58,496,purchase
58,303,cart
58,261,view
58,405,purchase
58,56,cart
58,196,view
58,89,view
58,156,cart
58,95,cart
58,325,view
58,130,cart
58,122,view
58,211,purchase
58,451,purchase
58,257,cart
59,358,purchase
59,385,purchase
59,174,cart
59,457,purchase
59,231,purchase
59,283,purchase
59,276,purchase
59,197,view
59,363,view
60,326,cart
60,482,view
60,331,view
60,388,cart
60,473,purchase
60,499,cart
60,299,purchase
60,240,purchase
60,477,cart
60,29,cart
60,363,purchase
60,330,view
60,102,cart
60,249,purchase
60,500,purchase
60,55,view
60,289,purchase
60,61,purchase
60,335,view
60,292,cart
61,262,cart
61,93,purchase
61,150,purchase
61,280,cart
61,453,cart
61,219,view
61,412,view
61,455,view
62,309,view
62,465,purchase
62,416,cart
62,235,purchase
62,458,cart
62,98,view
62,258,view
62,30,view
62,283,cart
62,86,cart
62,94,view
63,48,cart
63,33,view
63,368,view
63,105,cart
63,364,purchase
63,84,cart
63,325,purchase
63,36,cart
63,208,purchase
63,162,view
63,497,purchase
63,237,purchase
63,355,cart
63,397,purchase
63,175,view
63,10,view
63,329,purchase
64,285,view
64,398,view
64,240,view
64,371,view
64,205,cart
64,276,purchase
64,63,purchase
64,379,cart
64,225,purchase
64,104,cart
64,220,purchase
64,249,view
64,194,cart
64,168,view
65,8,view
65,248,purchase
65,136,cart
65,497,view
65,241,view
65,435,view
65,224,view
65,239,cart
65,453,view
65,217,cart
65,207,view
65,181,cart
65,398,cart
65,44,purchase
65,60,cart
65,339,cart
65,163,cart
65,77,cart
65,196,purchase
65,1,cart
66,20,view
66,50,cart
66,149,cart
66,54,purchase
66,450,purchase
66,296,view
66,1,cart
66,273,purchase
66,431,view
66,96,cart
66,486,cart
66,61,purchase
66,184,view
66,52,view
66,230,view
66,87,purchase
67,388,cart
67,170,cart
67,127,purchase
67,177,cart
67,421,cart
67,122,view
67,185,view
67,30,view
68,336,cart
68,127,cart
68,68,purchase
68,137,cart
68,437,cart
68,340,view
68,271,view
68,202,cart
68,493,view
68,189,cart
68,412,cart
68,374,view
69,334,purchase
69,414,view
69,491,view
69,452,purchase
69,193,view
69,125,cart
70,80,cart
70,496,view
70,40,cart
70,171,cart
70,374,view
70,273,purchase
70,109,purchase
70,201,view
70,388,purchase
70,320,view
70,151,cart
70,175,cart
70,37,view
70,127,view
70,66,view
70,249,cart
70,130,view
71,215,view
71,357,view
71,68,purchase
71,302,cart
71,103,view
71,86,purchase
71,119,view
71,426,view
71,499,view
71,332,purchase
71,374,view
71,101,cart
71,444,view
71,364,view
71,489,view
71,105,purchase
72,255,view
72,114,cart
72,367,purchase
72,451,view
72,42,purchase
72,270,view
72,189,view
72,173,view
72,138,purchase
73,262,purchase
73,254,view
73,463,cart
73,26,view
73,407,view
73,328,cart
73,263,cart
73,398,view
73,301,view
73,437,purchase
73,455,purchase
73,187,cart
73,87,purchase
73,199,view
73,413,cart
73,403,view
73,157,purchase
74,96,purchase
74,416,purchase
74,35,cart
74,215,purchase
74,480,purchase
74,165,cart
74,52,cart
74,77,view
74,302,cart
74,369,view
74,228,purchase
74,479,view
75,279,view
75,460,cart
75,227,cart
75,344,purchase
75,493,view
75,406,view
75,243,view
75,179,view
75,444,cart
75,71,view
75,25,purchase
76,428,view
76,370,view
76,471,purchase
76,207,cart
76,378,cart
76,433,purchase
76,368,view
76,214,view
76,69,cart
76,244,view
76,246,view
77,384,cart
77,174,cart
77,105,cart
77,205,purchase
77,107,cart
77,79,cart
77,419,purchase
77,146,purchase
77,170,view
77,388,purchase
77,292,cart
78,308,purchase
78,445,purchase
78,486,purchase
78,34,purchase
78,147,purchase
78,500,view
78,91,purchase
78,367,purchase
78,333,view
78,486,purchase
78,92,view
78,46,view
78,81,purchase
79,122,purchase
79,500,purchase
79,193,view
79,350,cart
79,141,purchase
79,461,view
79,187,view
79,220,purchase
79,316,purchase
79,333,view
79,406,purchase
79,415,cart
79,133,view
79,154,purchase
80,483,view
80,128,view
80,176,view
80,156,cart
80,85,cart
80,495,cart
80,90,view
80,231,cart
80,450,purchase
80,232,cart
80,169,view
80,149,cart
80,90,view
80,494,cart
80,466,purchase
80,389,view
80,191,purchase
81,62,cart
81,63,view
81,59,view
81,332,cart
81,371,purchase
81,473,cart
81,264,purchase
81,326,cart
82,169,purchase
82,98,cart
82,348,cart
82,271,purchase
82,187,view
82,238,cart
82,364,cart
82,320,purchase
82,159,view
82,30,cart
82,122,view
83,450,purchase
83,191,purchase
83,349,purchase
83,424,cart
83,265,purchase
83,251,purchase
83,334,cart
83,162,view
83,394,cart
84,99,view
84,356,purchase
84,257,view
84,411,view
84,230,purchase
84,224,purchase
84,65,cart
84,94,cart
84,201,view
84,97,purchase
84,132,view
84,358,cart
84,232,view
84,439,view
84,240,view
84,463,cart
85,84,view
85,50,cart
85,304,purchase
85,140,cart
85,124,cart
85,390,cart
85,408,cart
85,430,cart
85,352,cart
85,126,purchase
85,162,view
85,218,view
86,234,cart
86,361,purchase
86,490,purchase
86,19,purchase
86,140,cart
86,8,purchase
86,188,view
86,252,purchase
86,72,cart
86,78,purchase
86,187,cart
86,491,cart
87,230,cart
87,491,purchase
87,212,purchase
87,88,purchase
87,464,view
87,342,purchase
87,381,view
87,282,cart
88,83,view
88,338,purchase
88,393,view
88,91,cart
88,397,view
88,162,purchase
88,136,purchase
88,153,cart
88,231,cart
88,54,cart
88,267,view
88,405,purchase
88,375,cart
88,318,view
88,209,view
88,72,view
88,271,view
89,406,view
89,276,purchase
89,93,view
89,304,cart
89,323,view
89,230,cart
89,291,cart
89,357,cart
89,202,purchase
89,446,cart
90,326,view
90,374,purchase
90,261,view
90,135,view
90,210,view
90,64,purchase
90,374,view
90,159,view
90,100,purchase
90,38,purchase
90,222,purchase
90,241,view
90,251,purchase
90,27,view
90,269,purchase
90,152,cart
90,209,cart
91,245,cart
91,289,cart
91,37,cart
91,430,view
91,360,view
92,285,view
92,469,cart
92,436,purchase
92,384,view
92,323,cart
92,421,purchase
93,291,cart
93,353,purchase
93,426,view
93,267,purchase
93,233,view
93,240,view
93,122,view
93,299,cart
93,174,purchase
93,361,cart
93,467,purchase
93,32,view
93,87,purchase
93,449,cart
93,396,purchase
93,442,cart
93,385,cart
93,116,cart
94,145,purchase
94,91,purchase
94,471,view
94,397,purchase
94,263,purchase
94,463,purchase
94,493,view
94,301,view
94,60,cart
94,305,purchase
94,293,cart
94,203,purchase
94,150,purchase
94,304,view
94,245,view
94,82,cart
94,403,cart
95,386,view
95,280,purchase
95,421,cart
95,109,cart
95,40,view
95,462,view
95,269,cart
95,367,view
95,354,purchase
95,340,view
95,187,cart
95,317,purchase
95,385,view
95,136,cart
95,323,purchase
95,158,purchase
95,161,cart
95,47,view
96,214,cart
96,99,cart
96,76,purchase
96,311,cart
96,326,cart
96,373,purchase
96,168,cart
96,20,view
96,169,view
96,183,view
96,103,cart
96,343,purchase
96,127,cart
96,341,purchase
96,155,view
96,220,purchase
97,287,cart
97,218,purchase
97,210,cart
97,438,cart
97,158,cart
97,292,view
97,31,purchase
97,45,view
97,405,purchase
97,278,view
97,248,cart
97,184,purchase
98,225,purchase
98,390,view
98,377,view
98,107,view
98,122,view
98,236,view
98,402,view
98,447,purchase
98,318,view
98,431,view
98,20,purchase
98,241,purchase
98,229,view
99,205,view
99,460,view
99,422,view
99,203,view
99,226,view
99,171,view
99,341,cart
99,224,view
99,104,cart
99,4,purchase
99,336,purchase
99,194,cart
99,144,view
99,198,purchase
99,456,cart
99,202,purchase
99,233,purchase
99,78,view
99,47,view
100,265,purchase
100,169,view
100,155,view
100,165,view
100,252,purchase
100,482,cart
100,278,purchase
100,115,cart
100,287,cart
100,168,view
100,325,view
100,453,view
100,318,view
100,70,cart
100,353,cart
100,297,cart
101,452,purchase
101,373,view
101,254,cart
101,478,view
101,418,purchase
101,398,cart
101,62,cart
102,420,view
102,72,view
102,255,view
102,187,purchase
102,492,cart
102,405,view
102,497,purchase
102,320,view
102,197,view
102,108,cart
102,292,view
102,175,view
102,289,view
102,168,purchase
102,439,purchase
103,169,view
103,336,purchase
103,184,view
103,151,view
103,118,view
103,372,cart
103,333,view
103,438,cart
103,41,cart
103,108,view
103,150,view
103,9,view
103,43,cart
104,369,view
104,393,view
104,399,cart
104,111,view
104,230,purchase
104,1,cart
104,270,cart
104,409,cart
104,170,purchase
104,119,purchase
104,64,view
104,6,view
104,357,view
105,43,cart
105,72,purchase
105,214,view
105,77,cart
105,454,view
105,492,purchase
105,194,purchase
105,220,purchase
105,242,view
105,386,view
105,356,purchase
105,225,view
105,233,purchase
105,10,view
105,278,view
105,271,purchase
105,226,cart
105,426,purchase
105,144,view
106,401,purchase
106,343,view
106,428,view
106,94,purchase
106,10,purchase
106,438,cart
106,452,view
106,153,purchase
106,322,purchase
106,62,cart
106,261,view
106,440,view
106,360,purchase
106,246,purchase
107,229,cart
107,219,cart
107,341,purchase
107,110,purchase
107,321,view
107,232,view
107,440,purchase
107,218,cart
107,201,purchase
107,122,purchase
107,244,purchase
107,314,view
107,347,view
107,131,purchase
108,463,purchase
108,440,cart
108,191,cart
108,157,view
108,383,cart
109,408,cart
109,80,view
109,232,cart
109,199,cart
109,483,purchase
109,45,purchase
109,22,purchase
109,215,cart
109,450,view
109,46,view
109,156,cart
109,162,view
109,165,cart
110,485,purchase
110,497,purchase
110,439,cart
110,445,view
110,99,view
110,284,purchase
110,197,cart
110,156,cart
110,224,purchase
110,244,purchase
110,112,purchase
110,110,cart
110,284,purchase
110,461,view
110,341,purchase
110,396,view
111,437,cart
111,85,purchase
111,307,view
111,492,cart
111,380,purchase
111,406,purchase
111,13,cart
111,286,view
111,20,cart
111,362,view
112,62,purchase
112,247,view
112,148,view
112,277,view
112,8,view
112,273,purchase
112,152,view
112,151,view
112,207,view
113,212,cart
113,457,view
113,87,purchase
113,155,cart
113,214,view
113,208,view
113,246,view
113,391,purchase
113,418,view
113,442,purchase
113,258,view
113,242,purchase
113,395,cart
114,69,purchase
114,378,view
114,337,purchase
114,133,view
114,128,cart
114,21,view
114,297,view
114,284,view
114,133,purchase
114,209,purchase
114,165,cart
114,317,view
114,453,cart
114,160,view
114,50,view
114,470,purchase
114,263,view
114,53,view
115,243,cart
115,253,purchase
115,239,view
115,153,view
115,194,view
115,497,cart
115,320,purchase
115,310,view
115,34,cart
115,477,cart
116,350,purchase
116,273,cart
116,484,view
116,32,view
116,412,cart
116,343,purchase
116,481,view
116,417,cart
116,335,cart
116,133,purchase
117,351,purchase
117,364,purchase
117,324,cart
117,111,view
117,125,view
117,167,cart
117,11,cart
117,102,view
117,153,purchase
117,43,view
117,5,view
117,270,view
117,246,cart
117,98,purchase
117,57,cart
118,278,purchase
118,326,view
118,26,purchase
118,386,cart
118,232,purchase
118,183,purchase
118,480,view
118,139,cart
118,327,purchase
118,141,view
118,142,cart
118,440,view
118,216,view
118,36,cart
118,119,cart
118,157,view
118,332,cart
118,241,purchase
119,361,view
119,381,view
119,210,purchase
119,440,view
119,479,purchase
119,194,cart
119,55,purchase
120,354,cart
120,462,cart
120,334,view
120,259,cart
120,125,view
120,487,purchase
120,20,purchase
120,343,cart
120,249,cart
120,91,purchase
120,259,cart
120,395,cart
120,414,cart
120,295,view
120,97,cart
120,93,view
121,55,purchase
121,332,view
121,120,purchase
121,212,cart
121,341,cart
121,457,cart
121,243,purchase
121,444,purchase
121,351,cart
121,330,purchase
122,198,purchase
122,481,cart
122,281,cart
122,348,view
122,483,view
122,288,purchase
122,270,cart
122,490,view
122,62,purchase
122,277,cart
122,273,purchase
123,198,view
123,14,purchase
123,147,purchase
123,441,view
123,51,purchase
123,494,purchase
123,295,cart
123,446,purchase
123,474,cart
123,104,view
123,247,view
123,436,view
123,398,cart
123,1,purchase
123,116,purchase
124,18,purchase
124,222,purchase
124,182,purchase
124,347,view
124,31,purchase
124,299,purchase
124,130,view
124,193,view
124,2,cart
124,161,purchase
124,205,view
124,352,purchase
124,346,cart
124,426,purchase
124,262,cart
124,52,cart
124,467,view
124,135,view
125,9,purchase
125,162,cart
125,69,purchase
125,38,purchase
125,92,cart
125,155,cart
125,21,view
125,223,view
125,401,view
125,200,cart
125,56,view
125,188,cart
125,38,view
125,98,purchase
125,324,purchase
126,306,cart
126,475,cart
126,367,purchase
126,34,view
126,304,purchase
126,357,purchase
126,48,view
126,494,cart
126,456,cart
126,335,cart
126,132,purchase
126,210,cart
126,208,purchase
126,396,view
126,469,view
126,429,view
126,233,purchase
126,111,purchase
126,309,purchase
126,257,view
127,155,purchase
127,359,cart
127,94,cart
127,443,purchase
127,481,cart
127,23,purchase
127,295,purchase
127,165,purchase
127,473,purchase
127,349,view
128,30,purchase
128,252,purchase
128,373,purchase
128,150,cart
128,488,view
128,294,cart
128,366,cart
128,11,cart
128,219,view
128,117,purchase
128,144,view
128,440,view
128,366,view
128,291,view
129,260,purchase
129,404,view
129,440,view
129,111,cart
129,63,view
129,26,purchase
129,141,view
129,2,view
129,217,cart
130,371,view
130,172,purchase
130,152,cart
130,386,view
130,410,cart
130,256,view
130,480,purchase
130,478,view
130,346,purchase
130,427,view
130,241,cart
130,348,purchase
130,362,view
131,284,purchase
131,33,cart
131,472,view
131,98,purchase
131,476,purchase
131,289,cart
131,316,purchase
131,144,cart
131,308,view
131,164,view
131,104,view
131,11,cart
131,182,view
131,474,view
132,268,cart
132,5,cart
132,177,view
132,106,view
132,109,cart
132,45,cart
132,77,cart
132,413,cart
132,330,cart
132,149,cart
132,95,view
132,47,cart
132,105,view
133,326,cart
133,304,cart
133,442,purchase
133,386,view
133,102,purchase
133,209,purchase
133,252,purchase
133,160,view
133,185,view
133,85,view
133,465,view
133,433,cart
133,336,purchase
133,253,cart
133,128,view
133,85,purchase
134,4,purchase
134,31,cart
134,20,cart
134,7,cart
134,141,purchase
134,358,cart
134,65,view
134,492,purchase
134,477,cart
134,386,purchase
134,40,purchase
134,330,cart
134,404,view
134,322,view
134,270,view
134,87,purchase
135,449,view
135,363,purchase
135,62,cart
135,202,cart
135,379,cart
135,296,view
135,32,cart
135,137,view
135,481,purchase
135,314,cart
135,354,purchase
135,472,view
135,25,purchase
136,1,cart
136,483,cart
136,498,cart
136,378,view
136,199,cart
136,390,purchase
136,71,cart
136,49,cart
136,87,purchase
136,281,cart
136,380,view
136,280,cart
137,138,cart
137,478,view
137,395,cart
137,211,view
137,132,cart
137,212,view
137,435,purchase
137,45,cart
137,42,cart
137,223,purchase
137,318,purchase
137,442,view
137,25,view
137,42,cart
138,186,view
138,411,view
138,433,view
138,460,view
138,163,cart
138,164,purchase
138,299,cart
138,174,view
138,180,view
138,245,view
138,310,cart
138,371,purchase
138,55,view
139,455,purchase
139,27,view
139,393,cart
139,411,cart
139,456,purchase
139,72,view
139,56,view
139,379,cart
139,97,view
139,398,purchase
140,471,view
140,450,view
140,238,purchase
140,403,purchase
140,420,purchase
140,154,purchase
140,487,cart
140,258,view
140,300,cart
140,39,cart
140,126,cart
140,424,view
140,260,cart
140,232,cart
140,39,purchase
140,150,purchase
141,209,cart
141,276,view
141,241,cart
141,313,view
141,228,view
141,470,cart
141,217,purchase
141,66,purchase
142,249,view
142,69,purchase
142,432,purchase
142,440,purchase
142,86,cart
142,211,cart
142,268,view
142,407,purchase
142,484,view
142,180,view
142,272,view
142,337,purchase
142,181,cart
142,330,view
142,62,view
143,184,cart
143,93,cart
143,11,view
143,163,purchase
143,418,view
143,395,purchase
143,87,cart
143,290,view
143,138,view
143,276,view
144,251,view
144,255,purchase
144,316,view
144,111,purchase
144,39,view
144,90,purchase
144,400,view
144,83,view
144,277,cart
144,373,view
144,101,cart
144,307,view
144,193,cart
145,67,view
145,269,cart
145,477,purchase
145,22,view
145,425,purchase
145,417,view
145,331,view
145,217,view
145,426,purchase
145,155,purchase
145,344,purchase
145,323,view
145,31,cart
146,482,cart
146,63,cart
146,285,view
146,447,purchase
146,357,purchase
146,45,cart
146,298,cart
146,403,cart
147,64,cart
147,366,cart
147,153,view
147,214,cart
147,378,purchase
148,314,purchase
148,286,view
148,221,view
148,149,cart
148,378,cart
148,156,view
148,291,purchase
148,234,view
149,315,cart
149,353,purchase
149,141,purchase
149,182,purchase
149,449,purchase
149,262,cart
149,142,purchase
149,251,cart
150,152,view
150,237,cart
150,437,cart
150,227,purchase
150,292,view
150,407,cart
150,284,cart
150,183,purchase
150,493,cart
150,5,view
150,444,view
150,82,cart
150,86,cart
150,456,view
150,246,cart
150,146,cart
150,346,view
150,3,cart
150,330,purchase
150,314,purchase
151,114,cart
151,198,purchase
151,228,view
151,96,view
151,73,purchase
151,68,view
151,401,cart
151,395,cart
151,459,purchase
151,244,purchase
151,189,purchase
151,63,view
151,470,purchase
152,483,cart
152,407,cart
152,459,cart
152,157,view
152,328,purchase
152,451,view
153,266,view
153,493,purchase
153,61,view
153,411,view
153,68,purchase
153,39,purchase
153,35,view
153,61,cart
153,402,purchase
153,297,cart
153,467,cart
153,455,view
153,274,view
153,147,purchase
153,342,cart
153,401,purchase
153,65,purchase
153,472,cart
153,496,view
153,216,cart
154,176,cart
154,348,view
154,269,view
154,138,view
154,38,cart
154,139,purchase
154,316,view
154,430,view
154,487,view
154,117,view
154,215,purchase
154,432,purchase
154,342,view
154,14,view
154,436,view
155,344,cart
155,20,view
155,427,view
155,467,cart
155,207,view
155,459,view
155,134,purchase
155,447,purchase
155,450,purchase
155,83,cart
155,439,cart
155,145,cart
155,257,purchase
155,377,view
155,224,view
156,232,purchase
156,46,view
156,149,view
156,426,purchase
156,173,view
156,259,cart
156,86,cart
156,485,purchase
156,74,purchase
156,454,view
156,357,purchase
156,308,cart
156,245,purchase
156,398,purchase
156,328,cart
156,381,view
156,50,purchase
156,496,view
156,220,cart
157,368,cart
157,285,view
157,51,purchase
157,196,cart
157,207,cart
157,286,view
157,209,cart
157,396,cart
157,314,purchase
157,162,view
