user_id,product_id,event_type,timestamp
11,144,cart,2025-06-05 22:15:40
11,121,view,2025-10-15 13:41:39
11,25,cart,2025-07-03 02:17:14
11,292,purchase,2026-01-11 18:44:40
11,430,cart,2026-04-03 22:35:09
11,78,view,2025-11-30 07:45:09
11,184,view,2025-11-04 11:27:51
11,218,view,2025-07-14 09:04:15
12,421,purchase,2026-01-27 00:50:11
12,320,purchase,2026-04-15 14:30:40
12,245,view,2026-02-20 09:12:43
12,49,view,2026-02-26 07:56:46
12,105,view,2025-04-28 18:42:51
13,41,cart,2025-06-06 17:02:48
13,432,view,2026-02-17 02:22:11
13,157,cart,2025-12-12 11:19:46
13,241,cart,2026-01-21 17:31:31
13,458,purchase,2025-11-13 15:22:48
14,46,purchase,2025-07-05 19:54:35
14,278,cart,2026-02-03 01:49:24
14,94,cart,2025-05-24 12:39:20
14,453,cart,2025-06-16 16:54:29
14,189,view,2025-06-23 12:10:24
15,22,cart,2025-07-12 10:33:56
15,225,cart,2025-10-05 04:43:53
15,134,view,2026-04-12 15:02:42
15,428,cart,2026-02-27 15:40:14
15,288,view,2026-01-03 08:59:01
15,77,purchase,2025-10-06 01:43:03
15,341,view,2025-06-28 12:52:09
15,43,purchase,2025-08-03 04:20:42
16,413,purchase,2026-01-11 20:23:37
16,211,purchase,2025-08-28 04:06:37
16,116,purchase,2025-11-07 04:37:34
16,31,cart,2025-09-03 16:53:02
16,419,purchase,2026-01-20 02:22:13
16,214,purchase,2025-05-20 05:38:33
17,293,view,2025-10-18 03:03:04
17,243,cart,2026-04-10 18:40:24
17,40,cart,2025-12-22 13:09:02
17,462,purchase,2026-03-29 23:40:52
17,17,purchase,2026-01-31 11:29:03
17,292,purchase,2026-03-02 19:30:37
17,409,purchase,2025-09-27 13:30:17
17,346,purchase,2025-05-17 17:17:24
18,61,cart,2025-07-30 04:54:42
18,88,view,2026-03-16 01:56:05
18,497,view,2025-09-19 00:49:38
19,64,view,2025-08-25 17:40:52
19,216,view,2025-12-13 03:19:27
19,349,cart,2025-12-03 05:49:34
19,103,purchase,2025-09-10 20:39:03
20,427,purchase,2026-01-04 17:46:04
20,132,cart,2026-01-18 14:34:37
20,466,purchase,2026-02-05 14:29:25
21,44,cart,2025-11-17 10:19:19
21,284,cart,2025-12-05 02:08:56
22,166,cart,2025-10-03 15:55:57
22,266,cart,2025-06-15 00:05:20
22,469,view,2025-10-23 00:53:55
22,402,purchase,2025-09-29 01:37:45
22,319,purchase,2025-11-15 12:39:10
22,267,cart,2025-08-27 00:03:41
22,57,cart,2025-11-01 08:31:41
22,76,view,2025-10-12 06:01:00
22,290,purchase,2025-09-01 10:30:25
23,388,view,2026-04-10 12:30:45
23,473,view,2026-04-02 02:20:43
23,288,view,2025-05-27 16:14:47
23,402,cart,2025-12-08 08:38:56
23,444,purchase,2026-01-24 09:56:36
23,450,cart,2026-04-09 19:28:19
23,449,cart,2025-06-09 19:20:37
23,135,cart,2025-09-23 23:45:56
23,335,cart,2025-08-29 08:59:22
23,292,purchase,2025-10-08 11:06:48
24,19,view,2026-01-16 00:16:56
24,141,cart,2025-10-24 18:56:50
24,73,purchase,2026-02-27 03:17:47
24,311,purchase,2026-03-27 05:54:00
24,355,cart,2025-05-21 14:38:57
24,19,cart,2025-10-14 12:26:44
24,455,cart,2025-09-02 15:52:30
24,353,view,2026-04-10 14:32:47
25,381,cart,2025-09-07 01:51:18
26,459,cart,2026-03-03 16:24:10
26,10,cart,2025-06-09 17:54:47
26,418,cart,2025-10-02 18:23:17
26,159,cart,2025-12-30 23:16:52
26,431,cart,2025-11-05 22:00:54
27,497,view,2026-02-06 17:13:37
27,68,cart,2026-02-28 16:38:34
28,396,cart,2026-01-24 00:17:26
28,137,purchase,2026-03-16 01:01:05
28,213,purchase,2025-06-19 18:26:27
28,330,view,2026-03-03 03:13:01
28,96,cart,2025-08-27 11:38:29
28,108,cart,2025-08-11 11:59:42
28,379,cart,2025-12-14 03:21:17
28,388,purchase,2025-07-01 14:14:59
29,420,view,2025-11-03 13:58:27
29,263,view,2025-04-27 06:30:00
29,33,cart,2025-08-08 04:02:02
29,363,purchase,2026-03-28 16:15:35
29,206,view,2025-07-10 00:11:16
29,399,purchase,2026-01-06 11:23:26
30,14,view,2025-08-22 11:20:20
30,98,view,2025-07-01 04:03:50
30,428,view,2026-02-27 16:41:44
30,127,view,2025-12-21 20:52:03
30,233,view,2026-01-03 05:40:20
30,470,cart,2025-11-10 23:05:13
30,360,view,2025-07-13 08:55:02
30,140,cart,2025-10-25 01:03:31
30,421,cart,2026-02-23 08:41:22
30,258,cart,2025-05-09 05:00:12
31,348,view,2025-08-01 02:35:17
31,123,cart,2026-01-09 21:52:37
32,304,cart,2025-10-16 11:23:15
32,90,cart,2026-01-27 20:02:20
32,300,purchase,2026-03-12 16:39:08
32,179,cart,2025-10-01 01:51:27
32,83,cart,2026-04-11 01:21:27
32,383,purchase,2026-04-12 15:56:46
32,46,cart,2025-08-14 15:15:47
32,14,cart,2025-06-16 19:14:51
33,83,purchase,2026-01-09 20:57:56
34,438,view,2026-01-06 16:55:09
34,331,view,2025-12-27 11:14:18
34,346,view,2026-01-13 05:58:56
34,137,purchase,2025-05-26 20:00:24
35,262,view,2025-09-13 01:50:01
35,442,purchase,2025-07-23 06:06:52
35,4,cart,2025-06-15 13:38:59
35,466,view,2025-11-23 13:25:36
35,331,view,2025-07-22 22:40:58
35,307,view,2025-10-10 05:18:07
35,114,cart,2026-04-01 20:41:34
36,412,cart,2026-03-10 00:39:52
36,364,purchase,2025-08-29 19:07:25
36,329,cart,2026-02-06 01:58:14
36,216,cart,2025-09-16 01:14:02
36,436,cart,2026-02-14 15:02:03
36,235,cart,2025-10-20 08:44:04
36,111,cart,2025-05-07 13:40:49
36,154,purchase,2025-05-24 20:19:24
36,266,purchase,2026-03-20 20:42:44
36,203,purchase,2025-12-04 14:16:04
37,3,purchase,2025-10-10 07:21:35
37,339,cart,2026-02-11 15:05:11
38,331,purchase,2025-12-28 15:24:36
38,311,cart,2025-09-01 22:55:25
38,152,purchase,2025-09-30 13:02:15
38,55,cart,2025-12-04 18:29:08
38,32,cart,2025-10-29 17:29:06
38,141,purchase,2025-08-09 22:11:56
38,166,cart,2025-04-29 22:27:50
38,133,purchase,2025-05-20 10:32:22
38,364,purchase,2025-05-16 01:53:40
39,96,view,2025-10-13 05:30:54
39,264,view,2025-12-05 19:08:06
39,460,view,2025-07-21 09:23:09
39,412,purchase,2025-07-23 18:38:48
39,206,purchase,2026-01-14 05:52:38
40,348,view,2025-08-13 07:31:17
40,369,view,2025-06-28 18:22:05
40,335,cart,2026-02-16 23:27:07
40,151,cart,2026-04-15 21:33:45
40,464,cart,2025-06-06 03:04:45
40,207,cart,2025-08-14 16:50:35
41,298,purchase,2025-09-17 03:57:27
42,417,view,2025-08-16 21:53:51
42,175,purchase,2026-03-08 23:29:37
42,365,view,2025-08-10 11:02:27
42,351,purchase,2025-06-09 12:05:40
42,326,cart,2025-12-27 22:35:24
42,464,purchase,2025-07-27 20:00:36
42,183,purchase,2025-05-22 06:33:59
42,153,view,2025-11-30 03:39:07
42,430,purchase,2025-12-18 18:34:47
42,448,purchase,2026-04-13 05:25:33
43,150,view,2025-12-21 13:28:16
43,241,view,2025-06-23 06:40:50
43,379,cart,2026-02-24 11:19:08
44,390,view,2025-06-14 04:19:31
44,484,purchase,2025-06-09 23:26:00
44,460,cart,2025-04-28 03:01:43
44,335,view,2025-08-11 07:29:07
44,113,cart,2025-09-22 00:21:58
44,114,purchase,2025-09-04 22:03:43
44,446,cart,2025-12-14 22:48:28
44,215,cart,2025-10-26 05:25:55
44,190,cart,2025-08-13 16:20:42
45,150,cart,2026-04-07 06:51:39
45,435,view,2025-06-03 21:28:07
45,240,view,2025-08-30 10:47:21
45,443,purchase,2025-12-16 03:47:34
45,298,purchase,2025-10-18 20:09:21
45,483,purchase,2025-07-06 04:13:03
45,36,cart,2026-04-11 08:04:27
45,455,view,2025-11-28 23:20:34
45,256,view,2025-11-24 01:36:11
45,444,purchase,2025-07-08 09:38:11
46,271,cart,2026-03-11 01:13:43
46,211,view,2026-02-19 08:25:11
46,445,view,2025-05-20 20:56:30
46,70,view,2025-11-10 12:12:18
46,175,cart,2025-11-18 11:43:48
46,291,cart,2025-11-09 22:25:52
46,73,cart,2026-01-09 22:26:36
47,398,view,2026-01-15 10:11:59
47,249,cart,2025-04-26 16:27:20
47,323,view,2025-05-28 03:49:08
48,324,view,2025-07-19 04:33:32
48,2,cart,2025-07-30 06:43:52
48,140,view,2025-05-23 18:26:15
48,389,view,2026-02-07 02:04:20
48,295,view,2025-10-07 16:35:06
48,250,view,2025-05-16 15:00:55
49,314,cart,2025-08-11 22:42:30
49,324,cart,2025-09-08 15:36:30
49,206,cart,2026-01-02 04:14:23
50,196,view,2025-09-01 08:38:11
50,19,purchase,2025-10-17 11:27:04
50,102,purchase,2025-10-18 06:09:53
50,191,view,2025-11-14 12:51:49
50,456,cart,2025-07-23 12:11:55
50,387,purchase,2026-03-04 21:01:25
50,97,view,2026-01-14 17:44:42
50,346,view,2025-05-17 15:29:12
51,115,purchase,2026-01-05 05:49:53
51,449,cart,2025-07-31 07:15:22
51,159,view,2025-04-26 06:15:19
51,52,cart,2026-02-09 13:34:26
52,301,cart,2026-04-11 03:18:06
52,85,view,2025-05-25 00:14:05
52,421,view,2025-05-23 00:50:00
52,152,cart,2025-07-14 22:45:33
52,233,purchase,2026-01-02 18:23:09
52,266,purchase,2025-06-06 17:53:54
52,268,cart,2026-03-31 23:02:08
52,222,purchase,2025-06-16 03:35:31
52,68,cart,2025-04-30 06:21:06
53,183,view,2026-01-04 08:54:17
53,84,cart,2026-01-20 14:46:47
53,9,view,2025-10-15 07:05:35
53,114,purchase,2025-08-28 08:59:04
53,67,view,2025-09-02 15:13:28
53,375,view,2025-05-05 11:56:20
53,301,purchase,2025-05-19 21:10:11
53,86,view,2025-07-07 00:36:54
54,364,purchase,2025-08-02 01:50:54
54,405,view,2025-07-05 04:32:49
54,192,purchase,2025-07-22 06:37:38
54,130,purchase,2025-08-22 12:54:35
54,319,view,2025-07-24 01:55:24
54,304,view,2025-05-23 04:27:53
55,334,view,2025-09-08 02:10:30
55,24,purchase,2025-11-07 04:38:02
56,213,cart,2025-09-11 21:24:51
56,194,view,2026-02-23 12:37:35
57,129,cart,2025-11-14 08:58:20
57,359,view,2025-10-08 04:05:07
57,105,purchase,2025-12-02 11:19:17
57,351,purchase,2025-06-23 11:02:46
57,4,cart,2025-12-17 11:53:06
57,215,purchase,2025-07-12 10:31:06
57,51,purchase,2025-05-11 01:12:17
57,266,cart,2026-03-14 09:26:36
57,318,purchase,2025-09-02 15:55:36
58,214,view,2025-05-27 16:02:11
58,261,purchase,2025-07-18 16:46:08
58,316,view,2026-01-04 06:53:38
59,58,view,2025-12-24 19:00:26
59,254,view,2025-12-26 23:35:05
59,311,view,2025-09-26 17:44:07
59,398,cart,2025-10-16 20:22:11
59,425,purchase,2026-02-02 22:58:17
60,183,purchase,2026-02-28 04:43:33
60,209,cart,2026-04-06 07:18:44
60,82,view,2025-12-15 18:39:27
60,280,cart,2025-08-12 00:32:14
61,352,cart,2025-11-17 05:59:46
61,169,view,2025-12-09 13:29:03
61,1,view,2025-08-25 12:20:37
61,343,view,2026-03-06 06:04:58
62,427,purchase,2025-06-25 17:01:19
62,342,cart,2025-09-02 08:28:54
63,486,view,2025-08-23 14:00:16
63,399,purchase,2025-11-07 23:09:08
63,38,purchase,2025-11-29 23:31:06
64,463,cart,2025-05-24 19:38:22
64,329,view,2026-02-26 18:45:51
65,151,cart,2026-02-05 08:00:56
65,237,view,2025-12-12 15:45:19
65,51,view,2025-09-26 12:48:36
65,447,view,2025-06-16 22:41:38
65,436,cart,2025-11-12 14:47:27
65,184,purchase,2025-11-09 09:15:02
65,160,cart,2025-05-09 01:17:19
65,378,view,2025-09-22 20:30:48
66,435,view,2025-12-03 12:18:35
66,4,view,2025-04-25 06:20:55
67,168,cart,2026-03-30 02:39:51
67,457,cart,2026-04-17 03:56:15
67,489,purchase,2025-09-14 02:16:41
68,449,purchase,2025-07-28 05:39:05
68,47,cart,2026-02-03 05:24:46
68,417,cart,2025-08-15 06:20:07
68,93,view,2025-08-02 21:15:25
68,205,cart,2025-12-05 03:16:06
69,139,cart,2025-08-29 23:40:05
69,353,cart,2025-09-19 05:36:52
69,409,cart,2026-02-07 11:53:38
69,332,view,2025-04-23 11:03:28
69,57,view,2026-01-11 10:04:46
69,356,purchase,2025-08-10 14:56:12
69,30,view,2026-04-16 16:19:13
69,53,cart,2025-11-29 06:01:01
70,247,purchase,2025-12-18 03:43:05
70,347,cart,2026-01-01 19:00:50
70,92,purchase,2025-05-29 05:30:43
70,194,cart,2026-02-14 14:12:59
70,313,view,2026-02-15 05:04:18
70,441,purchase,2025-10-28 09:59:53
70,450,purchase,2025-06-22 07:16:25
70,498,view,2025-10-01 17:20:19
70,247,cart,2026-03-24 18:11:01
70,57,cart,2025-10-23 21:22:54
71,23,view,2026-01-27 04:47:10
71,133,purchase,2025-07-13 06:57:26
71,160,view,2025-06-22 00:34:19
71,360,purchase,2026-04-17 10:21:00
71,268,purchase,2025-10-27 17:38:14
71,295,purchase,2025-08-23 04:40:45
71,289,view,2025-12-04 03:31:15
71,489,purchase,2025-07-03 19:26:12
72,265,purchase,2026-04-15 09:47:35
72,352,purchase,2025-05-26 23:55:09
72,316,view,2025-11-08 05:16:54
72,221,purchase,2025-09-16 14:58:23
72,372,view,2025-06-05 20:56:16
72,246,cart,2025-08-28 17:00:49
73,76,purchase,2025-08-10 08:29:43
73,456,purchase,2025-05-26 19:15:57
73,27,view,2026-01-20 22:53:44
73,329,view,2026-02-08 14:22:03
73,258,cart,2025-10-03 03:17:01
73,436,cart,2025-11-20 03:13:41
73,445,view,2026-01-19 18:46:22
74,384,cart,2025-07-22 22:02:55
74,164,view,2025-05-19 21:35:19
75,496,cart,2026-03-22 22:21:33
75,25,purchase,2026-03-07 15:08:50
75,114,purchase,2025-12-07 14:40:42
75,329,cart,2025-08-02 10:26:19
75,206,view,2025-12-24 10:17:59
75,40,cart,2025-05-18 19:27:15
76,410,purchase,2026-01-09 09:28:24
76,229,view,2025-10-11 19:08:35
76,438,cart,2025-11-01 08:06:10
76,228,cart,2025-12-06 09:46:40
76,60,cart,2025-10-09 11:39:58
76,381,purchase,2025-10-11 08:32:16
76,9,view,2025-09-05 05:43:00
76,206,cart,2025-06-27 11:27:53
77,285,purchase,2025-12-18 13:49:49
78,422,view,2025-11-27 08:35:10
79,493,purchase,2026-01-17 09:35:27
79,326,cart,2025-06-10 05:12:22
79,455,purchase,2026-02-11 10:15:10
79,287,view,2025-06-10 18:32:17
79,335,purchase,2025-04-20 00:28:21
79,233,cart,2025-10-02 15:46:23
79,186,view,2026-04-08 13:19:55
79,418,view,2026-02-20 04:57:56
79,432,cart,2025-06-08 11:21:17
79,169,purchase,2025-06-02 20:11:51
80,307,cart,2025-09-30 20:56:38
80,366,purchase,2026-04-03 03:01:12
80,186,purchase,2025-08-18 08:51:18
80,231,view,2026-02-28 05:26:19
80,49,purchase,2026-01-24 06:00:39
80,113,view,2025-05-22 08:20:28
80,174,cart,2025-09-19 09:25:12
80,424,purchase,2025-11-03 09:26:05
80,493,cart,2025-12-05 18:57:24
80,280,purchase,2025-08-27 14:10:17
81,359,view,2025-09-17 01:30:05
81,23,view,2025-05-13 12:03:31
81,252,view,2025-10-04 13:48:57
81,420,purchase,2025-07-22 00:42:22
81,380,purchase,2026-04-17 21:12:38
81,209,view,2026-03-20 04:43:27
82,312,view,2026-02-19 13:35:42
82,96,view,2025-05-19 23:24:13
82,476,cart,2026-02-28 14:16:14
82,110,cart,2025-07-06 03:42:09
82,422,view,2026-01-03 00:48:59
83,55,cart,2025-12-06 14:12:34
83,23,purchase,2025-12-21 13:31:46
83,428,purchase,2025-10-21 11:02:48
83,301,view,2025-10-23 09:42:33
83,395,cart,2025-08-03 22:07:23
83,234,purchase,2025-11-09 07:55:46
84,489,purchase,2026-01-02 08:53:33
84,68,cart,2025-06-29 09:31:45
84,2,purchase,2025-12-30 17:03:26
84,376,view,2025-12-09 12:40:45
84,283,cart,2025-08-06 02:16:18
84,429,purchase,2025-10-23 22:48:43
84,247,purchase,2026-03-05 09:15:26
84,399,view,2025-06-24 18:26:06
84,354,purchase,2025-05-05 12:06:45
84,88,purchase,2025-05-09 08:51:17
85,53,cart,2025-08-06 19:09:15
85,336,purchase,2025-06-21 20:21:46
85,310,cart,2025-10-05 08:43:45
86,451,cart,2025-05-22 05:01:14
86,214,purchase,2026-03-15 11:27:20
86,468,purchase,2026-03-10 13:52:12
86,390,view,2025-06-08 07:11:15
86,140,cart,2025-06-19 15:37:59
86,493,cart,2025-08-20 03:31:57
86,496,cart,2025-08-23 13:19:48
86,231,view,2026-01-14 22:48:29
86,70,cart,2025-09-21 07:18:15
87,358,purchase,2026-02-09 08:24:46
87,262,cart,2026-02-03 11:38:21
87,431,purchase,2025-05-31 00:05:49
87,280,cart,2025-09-11 05:57:13
87,364,purchase,2025-04-26 15:09:56
87,478,purchase,2026-01-05 12:42:48
87,323,view,2026-03-29 14:47:57
87,102,view,2025-10-23 00:34:57
87,319,purchase,2025-10-11 04:13:25
87,148,purchase,2025-06-23 12:53:57
88,471,purchase,2025-07-26 16:14:10
88,67,purchase,2026-02-15 10:39:21
88,332,view,2026-01-04 07:33:30
88,257,purchase,2025-07-16 18:46:09
88,355,purchase,2025-10-02 11:21:36
88,165,purchase,2025-10-27 00:27:14
89,389,cart,2025-09-06 10:03:07
89,287,cart,2025-08-29 04:07:24
90,292,purchase,2025-12-03 14:40:27
90,363,cart,2025-06-08 06:23:17
90,345,purchase,2025-12-30 17:04:10
90,457,purchase,2025-04-22 18:15:26
90,146,cart,2025-06-02 18:56:15
90,413,view,2025-08-25 12:56:16
90,267,view,2026-01-14 02:50:02
90,12,cart,2025-07-06 05:01:48
90,74,view,2026-02-19 05:55:24
90,343,view,2025-05-12 01:30:46
91,136,view,2025-07-13 19:34:37
91,146,purchase,2026-01-21 09:36:12
91,128,view,2026-04-09 08:15:16
91,429,view,2026-03-18 22:28:17
92,104,purchase,2025-05-10 03:49:41
92,16,cart,2025-12-16 22:28:36
92,416,cart,2025-07-26 17:31:02
92,52,purchase,2026-03-14 03:08:57
92,444,purchase,2025-05-01 09:49:49
93,442,view,2026-04-14 00:49:54
93,380,purchase,2025-10-27 01:00:45
93,287,cart,2025-12-12 20:36:36
93,121,purchase,2025-09-15 21:10:04
93,401,purchase,2025-06-21 16:00:06
93,147,purchase,2025-12-28 18:14:21
93,340,view,2025-11-10 00:13:13
93,474,cart,2025-09-02 01:36:28
93,198,cart,2025-11-19 02:11:27
94,494,purchase,2026-04-13 19:27:47
94,27,view,2025-07-19 11:02:21
94,380,cart,2025-06-15 07:23:24
94,103,purchase,2026-01-04 17:09:35
94,444,cart,2026-01-31 04:26:30
94,424,view,2025-04-23 14:12:37
95,386,purchase,2026-02-04 08:56:34
95,279,purchase,2026-03-08 05:15:32
95,308,view,2026-04-19 00:50:30
95,397,purchase,2025-08-09 03:30:11
95,493,view,2025-06-27 18:09:08
95,150,cart,2025-10-21 11:01:56
96,349,view,2026-04-17 12:05:13
96,95,view,2025-10-24 04:57:45
96,376,purchase,2025-10-18 23:37:09
97,193,view,2025-08-20 20:05:05
97,219,cart,2025-10-25 04:46:09
98,135,view,2025-08-19 10:05:19
98,82,purchase,2025-05-14 09:51:44
98,433,cart,2025-08-02 03:35:23
98,2,cart,2025-07-25 19:30:32
98,238,purchase,2025-05-01 20:46:40
98,479,view,2026-03-24 23:27:57
98,20,view,2026-03-29 21:29:46
98,475,cart,2025-08-15 18:34:37
98,305,view,2026-04-05 09:11:55
99,431,purchase,2025-05-03 19:30:56
99,154,cart,2026-03-08 23:05:16
99,404,purchase,2026-03-02 16:40:00
99,281,cart,2025-05-24 03:08:14
99,37,purchase,2025-11-21 22:02:19
99,162,purchase,2025-09-29 18:42:10
99,112,view,2025-07-16 09:57:09
99,266,view,2025-04-23 09:16:50
99,402,purchase,2025-05-12 12:35:07
99,81,cart,2025-12-01 02:11:43
100,274,cart,2025-09-02 04:55:41
100,47,cart,2026-03-01 02:59:33
100,113,view,2025-06-23 09:12:31
100,339,cart,2025-12-30 07:12:12
100,169,cart,2026-03-27 17:24:43
100,150,view,2025-05-30 04:16:31
100,486,purchase,2025-11-07 03:22:48
100,271,cart,2025-10-30 14:23:43
100,287,purchase,2025-08-13 09:34:48
101,58,purchase,2025-08-08 22:51:05
102,228,view,2026-03-15 22:10:23
102,463,purchase,2026-03-03 07:24:45
102,314,purchase,2025-10-19 04:01:18
102,124,view,2025-05-21 09:21:50
102,349,cart,2025-12-13 20:36:20
102,195,view,2025-08-16 08:22:17
103,131,purchase,2025-07-26 10:54:23
103,370,cart,2025-06-24 09:13:20
103,12,purchase,2026-02-06 20:01:38
103,420,cart,2025-07-20 10:22:24
103,263,purchase,2026-01-18 16:05:33
103,228,cart,2025-10-31 18:42:34
103,22,cart,2026-01-28 18:04:50
104,164,purchase,2026-04-15 08:56:12
104,42,view,2025-12-13 01:37:08
104,85,purchase,2025-05-29 06:20:11
104,273,view,2025-05-01 20:29:40
105,107,purchase,2026-04-02 21:12:17
105,322,view,2025-12-12 12:53:10
106,427,view,2026-01-04 10:38:57
106,105,purchase,2025-11-08 09:35:52
106,424,purchase,2026-01-01 18:53:12
106,449,purchase,2025-11-09 07:42:44
106,396,cart,2026-01-13 01:56:52
106,331,view,2025-12-07 07:51:19
106,382,purchase,2026-03-09 22:57:07
107,12,cart,2025-04-30 16:36:57
107,367,cart,2025-09-17 01:55:11
107,19,view,2026-03-23 02:55:45
108,27,view,2025-05-14 20:01:49
108,406,cart,2025-09-17 05:57:34
109,36,purchase,2025-10-17 02:10:07
109,420,view,2025-08-17 00:41:21
109,466,cart,2025-07-11 02:21:35
109,208,cart,2026-04-05 08:48:25
109,230,purchase,2025-10-19 01:59:53
109,207,cart,2026-02-06 16:53:29
109,161,view,2026-03-13 19:30:00
109,199,purchase,2025-12-27 05:50:32
109,60,purchase,2025-09-21 10:58:10
110,328,purchase,2025-12-07 16:44:48
111,32,purchase,2025-12-25 19:14:54
111,299,view,2025-10-19 07:09:30
111,358,view,2026-01-13 03:28:50
111,183,purchase,2025-11-27 02:03:16
111,54,cart,2025-07-22 13:40:04
111,402,purchase,2025-12-14 17:00:29
111,154,purchase,2026-03-06 19:14:49
111,44,cart,2025-09-26 02:01:51
111,391,cart,2025-10-01 12:45:30
111,195,cart,2025-09-12 20:31:33
112,242,view,2025-11-24 00:20:29
113,112,view,2026-02-06 13:06:40
113,382,cart,2026-02-18 16:04:08
113,407,purchase,2026-03-16 19:18:01
113,151,purchase,2025-04-27 04:02:24
113,73,cart,2025-05-11 13:13:53
113,346,purchase,2025-06-17 16:23:02
113,331,cart,2025-05-07 09:50:06
113,490,view,2026-04-02 01:20:26
113,283,purchase,2026-03-07 15:25:51
114,63,view,2026-02-18 16:03:39
114,2,purchase,2025-09-15 16:58:46
114,305,cart,2026-01-20 20:16:36
115,280,view,2026-01-14 13:27:40
115,156,view,2026-03-22 14:47:19
115,383,purchase,2026-01-19 22:42:35
115,462,purchase,2026-02-04 01:41:03
115,176,view,2026-01-23 04:36:38
115,211,purchase,2026-01-03 16:31:41
115,435,purchase,2025-08-29 03:07:57
115,72,view,2025-05-14 18:30:37
115,94,view,2025-09-18 16:00:25
116,427,cart,2025-11-08 02:31:09
116,99,view,2025-07-04 11:56:34
116,92,purchase,2026-01-18 04:06:44
116,409,purchase,2025-08-02 23:31:02
116,436,view,2025-07-18 14:27:06
116,435,purchase,2026-01-05 09:07:43
116,236,purchase,2025-10-25 02:08:48
116,281,view,2025-10-11 19:25:02
116,148,purchase,2026-01-27 09:20:37
116,34,cart,2025-10-11 17:21:48
117,101,purchase,2025-12-31 17:31:36
117,297,cart,2025-05-17 00:08:36
118,182,view,2025-08-22 02:19:28
118,343,purchase,2025-06-30 20:44:30
118,120,view,2025-04-30 22:23:46
118,145,purchase,2025-11-22 22:51:17
118,35,view,2025-06-16 08:40:34
118,162,cart,2025-12-20 05:57:04
119,168,purchase,2025-09-16 12:34:23
119,337,cart,2025-06-22 00:32:15
119,355,purchase,2025-05-26 05:18:58
119,78,purchase,2026-04-03 01:41:29
119,290,cart,2025-07-25 17:35:43
119,413,cart,2025-07-07 04:19:52
119,490,cart,2026-04-19 12:33:20
119,86,view,2025-06-15 11:44:07
120,126,view,2025-07-29 16:10:17
120,364,purchase,2025-12-24 08:32:54
120,328,cart,2026-04-11 08:01:40
120,141,cart,2026-02-24 14:03:58
120,68,purchase,2025-11-12 15:00:49
120,375,cart,2025-10-31 17:06:26
121,236,cart,2025-12-11 17:19:34
121,183,cart,2025-10-19 01:31:11
121,249,purchase,2025-10-26 00:48:24
121,55,view,2025-08-15 06:27:47
121,330,purchase,2025-10-23 02:57:12
121,41,cart,2025-09-19 22:45:17
121,439,view,2025-12-02 03:44:16
121,456,purchase,2025-05-13 20:39:04
122,134,purchase,2025-04-27 17:07:43
122,453,purchase,2025-12-01 20:14:47
122,39,purchase,2025-05-03 08:56:57
122,38,view,2025-10-31 01:16:43
123,323,view,2026-01-12 22:13:47
123,416,purchase,2026-02-14 20:45:50
123,296,cart,2025-08-27 05:47:14
123,393,purchase,2026-02-08 07:32:53
123,108,view,2025-09-25 13:34:17
