user_id,product_id,interaction_type,interaction_score
21,455,cart,2
21,53,cart,2
21,413,cart,2
22,465,view,1
22,11,purchase,3
22,221,view,1
22,368,purchase,3
22,196,view,1
22,367,purchase,3
22,83,view,1
22,302,purchase,3
22,169,purchase,3
22,453,cart,2
22,441,view,1
22,422,cart,2
22,224,cart,2
22,439,view,1
23,50,cart,2
23,4,cart,2
23,38,view,1
23,285,purchase,3
23,145,purchase,3
23,496,purchase,3
23,362,view,1
23,182,purchase,3
23,5,cart,2
23,262,cart,2
23,116,cart,2
23,500,cart,2
23,116,purchase,3
23,291,view,1
23,249,purchase,3
23,326,view,1
23,10,purchase,3
23,180,view,1
23,358,view,1
24,120,view,1
24,252,view,1
24,375,purchase,3
24,129,cart,2
24,351,view,1
24,265,cart,2
24,115,purchase,3
24,321,purchase,3
24,131,cart,2
24,267,view,1
24,337,cart,2
25,173,cart,2
25,262,cart,2
25,127,purchase,3
25,94,cart,2
25,472,view,1
25,364,cart,2
25,376,cart,2
25,488,purchase,3
25,390,cart,2
25,240,view,1
25,418,cart,2
25,202,purchase,3
25,65,purchase,3
25,477,cart,2
26,125,view,1
26,280,view,1
26,255,view,1
26,144,view,1
26,165,view,1
26,43,purchase,3
26,303,cart,2
26,468,purchase,3
26,27,view,1
26,42,purchase,3
26,258,purchase,3
26,318,view,1
26,408,purchase,3
26,241,view,1
26,482,view,1
26,49,cart,2
26,396,view,1
26,490,purchase,3
26,111,cart,2
27,79,cart,2
27,125,cart,2
27,197,purchase,3
27,379,view,1
27,164,view,1
27,194,cart,2
27,496,cart,2
27,387,view,1
27,69,cart,2
27,485,cart,2
27,134,view,1
27,425,purchase,3
27,231,cart,2
27,448,view,1
27,56,purchase,3
27,55,view,1
27,211,view,1
27,340,view,1
28,238,view,1
28,59,cart,2
28,28,purchase,3
28,33,purchase,3
28,358,purchase,3
28,189,cart,2
28,61,purchase,3
28,400,cart,2
28,484,cart,2
28,450,cart,2
28,394,view,1
28,185,purchase,3
28,197,purchase,3
28,471,cart,2
28,366,purchase,3
28,6,view,1
28,91,cart,2
28,124,purchase,3
29,184,purchase,3
29,250,view,1
29,351,cart,2
29,410,purchase,3
29,175,cart,2
29,349,view,1
29,401,view,1
29,403,purchase,3
30,83,cart,2
30,479,cart,2
30,393,purchase,3
30,45,cart,2
30,9,cart,2
31,94,view,1
31,325,cart,2
31,240,view,1
31,102,cart,2
31,486,purchase,3
31,144,purchase,3
31,104,purchase,3
31,38,purchase,3
31,285,cart,2
31,193,view,1
31,74,cart,2
31,293,cart,2
31,162,view,1
31,140,purchase,3
31,493,view,1
31,256,view,1
31,319,cart,2
31,155,cart,2
31,322,view,1
32,335,view,1
32,110,view,1
32,257,purchase,3
32,6,cart,2
32,22,cart,2
32,405,purchase,3
32,485,purchase,3
32,287,purchase,3
32,299,view,1
32,216,cart,2
32,209,cart,2
32,177,view,1
32,435,cart,2
32,351,purchase,3
32,15,cart,2
32,368,cart,2
32,163,purchase,3
32,373,cart,2
32,391,cart,2
32,286,view,1
33,163,view,1
33,161,cart,2
33,79,purchase,3
33,19,cart,2
33,370,purchase,3
33,78,purchase,3
33,135,view,1
34,65,view,1
34,242,purchase,3
34,195,purchase,3
34,99,view,1
34,220,cart,2
34,342,purchase,3
34,41,purchase,3
34,462,purchase,3
34,271,view,1
35,62,cart,2
35,392,purchase,3
35,466,purchase,3
35,498,view,1
35,218,cart,2
36,82,view,1
36,339,view,1
36,266,view,1
36,85,cart,2
36,435,cart,2
36,13,purchase,3
36,340,view,1
36,100,purchase,3
36,351,purchase,3
36,201,cart,2
36,76,view,1
36,411,cart,2
37,121,view,1
37,32,purchase,3
37,12,purchase,3
37,46,view,1
37,413,purchase,3
37,355,view,1
37,331,cart,2
37,366,view,1
37,88,cart,2
37,140,cart,2
37,24,view,1
37,190,cart,2
37,62,cart,2
37,278,cart,2
37,426,cart,2
37,255,view,1
37,366,purchase,3
37,246,cart,2
37,223,cart,2
38,264,view,1
38,330,cart,2
38,224,cart,2
38,190,purchase,3
38,427,view,1
38,319,cart,2
38,220,view,1
38,332,purchase,3
38,249,purchase,3
38,490,cart,2
38,366,view,1
38,148,purchase,3
38,471,view,1
38,477,purchase,3
38,61,purchase,3
39,359,cart,2
39,329,purchase,3
39,295,view,1
39,170,purchase,3
39,478,purchase,3
39,234,purchase,3
39,250,cart,2
39,221,purchase,3
39,145,purchase,3
39,195,cart,2
39,416,view,1
39,234,purchase,3
39,242,cart,2
39,42,cart,2
39,474,cart,2
40,110,purchase,3
40,186,view,1
40,68,purchase,3
40,394,view,1
40,59,cart,2
40,383,cart,2
40,353,purchase,3
40,340,cart,2
40,314,cart,2
40,132,cart,2
41,346,view,1
41,309,view,1
41,40,view,1
41,305,view,1
41,43,purchase,3
41,95,purchase,3
41,62,view,1
41,489,cart,2
41,152,purchase,3
41,250,view,1
42,358,cart,2
42,125,view,1
42,324,view,1
42,317,cart,2
42,407,view,1
43,284,cart,2
43,455,cart,2
43,393,cart,2
43,299,purchase,3
43,456,purchase,3
43,470,cart,2
44,366,cart,2
44,39,purchase,3
44,234,view,1
44,262,cart,2
44,30,purchase,3
44,456,cart,2
44,235,view,1
44,26,purchase,3
44,43,purchase,3
44,455,cart,2
44,259,purchase,3
44,65,cart,2
45,432,purchase,3
45,270,view,1
45,404,purchase,3
45,409,cart,2
45,101,cart,2
45,395,view,1
45,29,purchase,3
45,313,view,1
45,8,view,1
45,208,view,1
45,312,view,1
45,59,purchase,3
45,488,purchase,3
45,327,view,1
46,106,view,1
46,421,purchase,3
46,226,purchase,3
46,453,purchase,3
46,398,purchase,3
46,468,purchase,3
46,177,view,1
46,78,purchase,3
46,385,purchase,3
46,362,cart,2
46,378,purchase,3
46,152,view,1
47,325,purchase,3
47,69,view,1
47,138,cart,2
47,176,purchase,3
47,300,view,1
47,69,purchase,3
47,384,cart,2
47,400,cart,2
47,60,view,1
47,222,view,1
48,76,cart,2
48,365,view,1
48,25,purchase,3
48,219,view,1
48,179,purchase,3
48,445,purchase,3
48,92,view,1
48,73,cart,2
48,127,view,1
48,135,view,1
48,64,cart,2
48,207,view,1
48,300,view,1
48,317,cart,2
48,178,purchase,3
48,307,view,1
48,139,view,1
48,237,purchase,3
48,243,purchase,3
48,193,cart,2
49,414,cart,2
49,65,cart,2
49,48,cart,2
49,221,cart,2
49,120,view,1
49,476,cart,2
49,381,cart,2
49,289,view,1
49,394,purchase,3
50,461,cart,2
50,488,cart,2
50,293,view,1
50,405,purchase,3
50,231,purchase,3
51,127,cart,2
51,224,cart,2
51,146,cart,2
51,55,cart,2
51,139,cart,2
51,19,view,1
51,35,purchase,3
51,247,cart,2
51,104,purchase,3
51,276,cart,2
51,47,view,1
52,269,cart,2
52,83,view,1
52,187,cart,2
52,418,view,1
52,443,view,1
52,233,view,1
52,285,view,1
52,146,purchase,3
52,339,cart,2
52,227,cart,2
52,274,cart,2
52,137,view,1
52,451,view,1
52,458,cart,2
52,280,cart,2
52,55,view,1
52,223,purchase,3
53,62,cart,2
53,493,purchase,3
53,385,view,1
53,181,purchase,3
53,314,view,1
53,384,cart,2
53,120,cart,2
53,488,view,1
54,455,cart,2
54,373,cart,2
54,478,purchase,3
54,95,view,1
54,125,cart,2
54,180,purchase,3
54,59,cart,2
54,288,view,1
54,189,cart,2
54,243,purchase,3
55,447,cart,2
55,303,view,1
55,422,purchase,3
55,13,view,1
55,203,cart,2
55,251,cart,2
55,73,purchase,3
55,483,purchase,3
55,314,view,1
55,465,purchase,3
55,337,view,1
55,55,purchase,3
55,31,cart,2
55,14,purchase,3
55,440,purchase,3
55,293,purchase,3
55,268,cart,2
55,225,view,1
55,153,purchase,3
55,24,cart,2
56,36,purchase,3
56,179,view,1
56,277,view,1
56,330,view,1
56,359,cart,2
56,412,purchase,3
56,189,purchase,3
56,223,cart,2
57,405,view,1
57,236,view,1
57,227,view,1
57,233,cart,2
57,121,cart,2
57,429,view,1
57,95,purchase,3
57,381,purchase,3
57,14,cart,2
57,336,purchase,3
57,288,view,1
57,32,cart,2
57,412,cart,2
57,116,purchase,3
57,205,view,1
57,112,view,1
57,258,cart,2
57,492,cart,2
57,500,cart,2
57,102,view,1
58,276,view,1
58,84,cart,2
58,496,purchase,3
58,303,cart,2
58,261,view,1
58,405,purchase,3
58,56,cart,2
58,196,view,1
58,89,view,1
58,156,cart,2
58,95,cart,2
58,325,view,1
58,130,cart,2
58,122,view,1
58,211,purchase,3
58,451,purchase,3
58,257,cart,2
59,358,purchase,3
59,385,purchase,3
59,174,cart,2
59,457,purchase,3
59,231,purchase,3
59,283,purchase,3
59,276,purchase,3
59,197,view,1
59,363,view,1
60,326,cart,2
60,482,view,1
60,331,view,1
60,388,cart,2
60,473,purchase,3
60,499,cart,2
60,299,purchase,3
60,240,purchase,3
60,477,cart,2
60,29,cart,2
60,363,purchase,3
60,330,view,1
60,102,cart,2
60,249,purchase,3
60,500,purchase,3
60,55,view,1
60,289,purchase,3
60,61,purchase,3
60,335,view,1
60,292,cart,2
61,262,cart,2
61,93,purchase,3
61,150,purchase,3
61,280,cart,2
61,453,cart,2
61,219,view,1
61,412,view,1
61,455,view,1
62,309,view,1
62,465,purchase,3
62,416,cart,2
62,235,purchase,3
62,458,cart,2
62,98,view,1
62,258,view,1
62,30,view,1
62,283,cart,2
62,86,cart,2
62,94,view,1
63,48,cart,2
63,33,view,1
63,368,view,1
63,105,cart,2
63,364,purchase,3
63,84,cart,2
63,325,purchase,3
63,36,cart,2
63,208,purchase,3
63,162,view,1
63,497,purchase,3
63,237,purchase,3
63,355,cart,2
63,397,purchase,3
63,175,view,1
63,10,view,1
63,329,purchase,3
64,285,view,1
64,398,view,1
64,240,view,1
64,371,view,1
64,205,cart,2
64,276,purchase,3
64,63,purchase,3
64,379,cart,2
64,225,purchase,3
64,104,cart,2
64,220,purchase,3
64,249,view,1
64,194,cart,2
64,168,view,1
65,8,view,1
65,248,purchase,3
65,136,cart,2
65,497,view,1
65,241,view,1
65,435,view,1
65,224,view,1
65,239,cart,2
65,453,view,1
65,217,cart,2
65,207,view,1
65,181,cart,2
65,398,cart,2
65,44,purchase,3
65,60,cart,2
65,339,cart,2
65,163,cart,2
65,77,cart,2
65,196,purchase,3
65,1,cart,2
66,20,view,1
66,50,cart,2
66,149,cart,2
66,54,purchase,3
66,450,purchase,3
66,296,view,1
66,1,cart,2
66,273,purchase,3
66,431,view,1
66,96,cart,2
66,486,cart,2
66,61,purchase,3
66,184,view,1
66,52,view,1
66,230,view,1
66,87,purchase,3
67,388,cart,2
67,170,cart,2
67,127,purchase,3
67,177,cart,2
67,421,cart,2
67,122,view,1
67,185,view,1
67,30,view,1
68,336,cart,2
68,127,cart,2
68,68,purchase,3
68,137,cart,2
68,437,cart,2
68,340,view,1
68,271,view,1
68,202,cart,2
68,493,view,1
68,189,cart,2
68,412,cart,2
68,374,view,1
69,334,purchase,3
69,414,view,1
69,491,view,1
69,452,purchase,3
69,193,view,1
69,125,cart,2
70,80,cart,2
70,496,view,1
70,40,cart,2
70,171,cart,2
70,374,view,1
70,273,purchase,3
70,109,purchase,3
70,201,view,1
70,388,purchase,3
70,320,view,1
70,151,cart,2
70,175,cart,2
70,37,view,1
70,127,view,1
70,66,view,1
70,249,cart,2
70,130,view,1
71,215,view,1
71,357,view,1
71,68,purchase,3
71,302,cart,2
71,103,view,1
71,86,purchase,3
71,119,view,1
71,426,view,1
71,499,view,1
71,332,purchase,3
71,374,view,1
71,101,cart,2
71,444,view,1
71,364,view,1
71,489,view,1
71,105,purchase,3
72,255,view,1
72,114,cart,2
72,367,purchase,3
72,451,view,1
72,42,purchase,3
72,270,view,1
72,189,view,1
72,173,view,1
72,138,purchase,3
73,262,purchase,3
73,254,view,1
73,463,cart,2
73,26,view,1
73,407,view,1
73,328,cart,2
73,263,cart,2
73,398,view,1
73,301,view,1
73,437,purchase,3
73,455,purchase,3
73,187,cart,2
73,87,purchase,3
73,199,view,1
73,413,cart,2
73,403,view,1
73,157,purchase,3
74,96,purchase,3
74,416,purchase,3
74,35,cart,2
74,215,purchase,3
74,480,purchase,3
74,165,cart,2
74,52,cart,2
74,77,view,1
74,302,cart,2
74,369,view,1
74,228,purchase,3
74,479,view,1
75,279,view,1
75,460,cart,2
75,227,cart,2
75,344,purchase,3
75,493,view,1
75,406,view,1
75,243,view,1
75,179,view,1
75,444,cart,2
75,71,view,1
75,25,purchase,3
76,428,view,1
76,370,view,1
76,471,purchase,3
76,207,cart,2
76,378,cart,2
76,433,purchase,3
76,368,view,1
76,214,view,1
76,69,cart,2
76,244,view,1
76,246,view,1
77,384,cart,2
77,174,cart,2
77,105,cart,2
77,205,purchase,3
77,107,cart,2
77,79,cart,2
77,419,purchase,3
77,146,purchase,3
77,170,view,1
77,388,purchase,3
77,292,cart,2
78,308,purchase,3
78,445,purchase,3
78,486,purchase,3
78,34,purchase,3
78,147,purchase,3
78,500,view,1
78,91,purchase,3
78,367,purchase,3
78,333,view,1
78,486,purchase,3
78,92,view,1
78,46,view,1
78,81,purchase,3
79,122,purchase,3
79,500,purchase,3
79,193,view,1
79,350,cart,2
79,141,purchase,3
79,461,view,1
79,187,view,1
79,220,purchase,3
79,316,purchase,3
79,333,view,1
79,406,purchase,3
79,415,cart,2
79,133,view,1
79,154,purchase,3
80,483,view,1
80,128,view,1
80,176,view,1
80,156,cart,2
80,85,cart,2
80,495,cart,2
80,90,view,1
80,231,cart,2
80,450,purchase,3
80,232,cart,2
80,169,view,1
80,149,cart,2
80,90,view,1
80,494,cart,2
80,466,purchase,3
80,389,view,1
80,191,purchase,3
81,62,cart,2
81,63,view,1
81,59,view,1
81,332,cart,2
81,371,purchase,3
81,473,cart,2
81,264,purchase,3
81,326,cart,2
82,169,purchase,3
82,98,cart,2
82,348,cart,2
82,271,purchase,3
82,187,view,1
82,238,cart,2
82,364,cart,2
82,320,purchase,3
82,159,view,1
82,30,cart,2
82,122,view,1
83,450,purchase,3
83,191,purchase,3
83,349,purchase,3
83,424,cart,2
83,265,purchase,3
83,251,purchase,3
83,334,cart,2
83,162,view,1
83,394,cart,2
84,99,view,1
84,356,purchase,3
84,257,view,1
84,411,view,1
84,230,purchase,3
84,224,purchase,3
84,65,cart,2
84,94,cart,2
84,201,view,1
84,97,purchase,3
84,132,view,1
84,358,cart,2
84,232,view,1
84,439,view,1
84,240,view,1
84,463,cart,2
85,84,view,1
85,50,cart,2
85,304,purchase,3
85,140,cart,2
85,124,cart,2
85,390,cart,2
85,408,cart,2
85,430,cart,2
85,352,cart,2
85,126,purchase,3
85,162,view,1
85,218,view,1
86,234,cart,2
86,361,purchase,3
86,490,purchase,3
86,19,purchase,3
86,140,cart,2
86,8,purchase,3
86,188,view,1
86,252,purchase,3
86,72,cart,2
86,78,purchase,3
86,187,cart,2
86,491,cart,2
87,230,cart,2
87,491,purchase,3
87,212,purchase,3
87,88,purchase,3
87,464,view,1
87,342,purchase,3
87,381,view,1
87,282,cart,2
88,83,view,1
88,338,purchase,3
88,393,view,1
88,91,cart,2
88,397,view,1
88,162,purchase,3
88,136,purchase,3
88,153,cart,2
88,231,cart,2
88,54,cart,2
88,267,view,1
88,405,purchase,3
88,375,cart,2
88,318,view,1
88,209,view,1
88,72,view,1
88,271,view,1
89,406,view,1
89,276,purchase,3
89,93,view,1
89,304,cart,2
89,323,view,1
89,230,cart,2
89,291,cart,2
89,357,cart,2
89,202,purchase,3
89,446,cart,2
90,326,view,1
90,374,purchase,3
90,261,view,1
90,135,view,1
90,210,view,1
90,64,purchase,3
90,374,view,1
90,159,view,1
90,100,purchase,3
90,38,purchase,3
90,222,purchase,3
90,241,view,1
90,251,purchase,3
90,27,view,1
90,269,purchase,3
90,152,cart,2
90,209,cart,2
91,245,cart,2
91,289,cart,2
91,37,cart,2
91,430,view,1
91,360,view,1
92,285,view,1
92,469,cart,2
92,436,purchase,3
92,384,view,1
92,323,cart,2
92,421,purchase,3
93,291,cart,2
93,353,purchase,3
93,426,view,1
93,267,purchase,3
93,233,view,1
93,240,view,1
93,122,view,1
93,299,cart,2
93,174,purchase,3
93,361,cart,2
93,467,purchase,3
93,32,view,1
93,87,purchase,3
93,449,cart,2
93,396,purchase,3
93,442,cart,2
93,385,cart,2
93,116,cart,2
94,145,purchase,3
94,91,purchase,3
94,471,view,1
94,397,purchase,3
94,263,purchase,3
94,463,purchase,3
94,493,view,1
94,301,view,1
94,60,cart,2
94,305,purchase,3
94,293,cart,2
94,203,purchase,3
94,150,purchase,3
94,304,view,1
94,245,view,1
94,82,cart,2
94,403,cart,2
95,386,view,1
95,280,purchase,3
95,421,cart,2
95,109,cart,2
95,40,view,1
95,462,view,1
95,269,cart,2
95,367,view,1
95,354,purchase,3
95,340,view,1
95,187,cart,2
95,317,purchase,3
95,385,view,1
95,136,cart,2
95,323,purchase,3
95,158,purchase,3
95,161,cart,2
95,47,view,1
96,214,cart,2
96,99,cart,2
96,76,purchase,3
96,311,cart,2
96,326,cart,2
96,373,purchase,3
96,168,cart,2
96,20,view,1
96,169,view,1
96,183,view,1
96,103,cart,2
96,343,purchase,3
96,127,cart,2
96,341,purchase,3
96,155,view,1
96,220,purchase,3
97,287,cart,2
97,218,purchase,3
97,210,cart,2
97,438,cart,2
97,158,cart,2
97,292,view,1
97,31,purchase,3
97,45,view,1
97,405,purchase,3
97,278,view,1
97,248,cart,2
97,184,purchase,3
98,225,purchase,3
98,390,view,1
98,377,view,1
98,107,view,1
98,122,view,1
98,236,view,1
98,402,view,1
98,447,purchase,3
98,318,view,1
98,431,view,1
98,20,purchase,3
98,241,purchase,3
98,229,view,1
99,205,view,1
99,460,view,1
99,422,view,1
99,203,view,1
99,226,view,1
99,171,view,1
99,341,cart,2
99,224,view,1
99,104,cart,2
99,4,purchase,3
99,336,purchase,3
99,194,cart,2
99,144,view,1
99,198,purchase,3
99,456,cart,2
99,202,purchase,3
99,233,purchase,3
99,78,view,1
99,47,view,1
100,265,purchase,3
100,169,view,1
100,155,view,1
100,165,view,1
100,252,purchase,3
100,482,cart,2
100,278,purchase,3
100,115,cart,2
100,287,cart,2
100,168,view,1
100,325,view,1
100,453,view,1
100,318,view,1
100,70,cart,2
100,353,cart,2
100,297,cart,2
101,452,purchase,3
101,373,view,1
101,254,cart,2
101,478,view,1
101,418,purchase,3
101,398,cart,2
101,62,cart,2
102,420,view,1
102,72,view,1
102,255,view,1
102,187,purchase,3
102,492,cart,2
102,405,view,1
102,497,purchase,3
102,320,view,1
102,197,view,1
102,108,cart,2
102,292,view,1
102,175,view,1
102,289,view,1
102,168,purchase,3
102,439,purchase,3
103,169,view,1
103,336,purchase,3
103,184,view,1
103,151,view,1
103,118,view,1
103,372,cart,2
103,333,view,1
103,438,cart,2
103,41,cart,2
103,108,view,1
103,150,view,1
103,9,view,1
103,43,cart,2
104,369,view,1
104,393,view,1
104,399,cart,2
104,111,view,1
104,230,purchase,3
104,1,cart,2
104,270,cart,2
104,409,cart,2
104,170,purchase,3
104,119,purchase,3
104,64,view,1
104,6,view,1
104,357,view,1
105,43,cart,2
105,72,purchase,3
105,214,view,1
105,77,cart,2
105,454,view,1
105,492,purchase,3
105,194,purchase,3
105,220,purchase,3
105,242,view,1
105,386,view,1
105,356,purchase,3
105,225,view,1
105,233,purchase,3
105,10,view,1
105,278,view,1
105,271,purchase,3
105,226,cart,2
105,426,purchase,3
105,144,view,1
106,401,purchase,3
106,343,view,1
106,428,view,1
106,94,purchase,3
106,10,purchase,3
106,438,cart,2
106,452,view,1
106,153,purchase,3
106,322,purchase,3
106,62,cart,2
106,261,view,1
106,440,view,1
106,360,purchase,3
106,246,purchase,3
107,229,cart,2
107,219,cart,2
107,341,purchase,3
107,110,purchase,3
107,321,view,1
107,232,view,1
107,440,purchase,3
107,218,cart,2
107,201,purchase,3
107,122,purchase,3
107,244,purchase,3
107,314,view,1
107,347,view,1
107,131,purchase,3
108,463,purchase,3
108,440,cart,2
108,191,cart,2
108,157,view,1
108,383,cart,2
109,408,cart,2
109,80,view,1
109,232,cart,2
109,199,cart,2
109,483,purchase,3
109,45,purchase,3
109,22,purchase,3
109,215,cart,2
109,450,view,1
109,46,view,1
109,156,cart,2
109,162,view,1
109,165,cart,2
110,485,purchase,3
110,497,purchase,3
110,439,cart,2
110,445,view,1
110,99,view,1
110,284,purchase,3
110,197,cart,2
110,156,cart,2
110,224,purchase,3
110,244,purchase,3
110,112,purchase,3
110,110,cart,2
110,284,purchase,3
110,461,view,1
110,341,purchase,3
110,396,view,1
111,437,cart,2
111,85,purchase,3
111,307,view,1
111,492,cart,2
111,380,purchase,3
111,406,purchase,3
111,13,cart,2
111,286,view,1
111,20,cart,2
111,362,view,1
112,62,purchase,3
112,247,view,1
112,148,view,1
112,277,view,1
112,8,view,1
112,273,purchase,3
112,152,view,1
112,151,view,1
112,207,view,1
113,212,cart,2
113,457,view,1
113,87,purchase,3
113,155,cart,2
113,214,view,1
113,208,view,1
113,246,view,1
113,391,purchase,3
113,418,view,1
113,442,purchase,3
113,258,view,1
113,242,purchase,3
113,395,cart,2
114,69,purchase,3
114,378,view,1
114,337,purchase,3
114,133,view,1
114,128,cart,2
114,21,view,1
114,297,view,1
114,284,view,1
114,133,purchase,3
114,209,purchase,3
114,165,cart,2
114,317,view,1
114,453,cart,2
114,160,view,1
114,50,view,1
114,470,purchase,3
114,263,view,1
114,53,view,1
115,243,cart,2
115,253,purchase,3
115,239,view,1
115,153,view,1
115,194,view,1
115,497,cart,2
115,320,purchase,3
115,310,view,1
115,34,cart,2
115,477,cart,2
116,350,purchase,3
116,273,cart,2
116,484,view,1
116,32,view,1
116,412,cart,2
116,343,purchase,3
116,481,view,1
116,417,cart,2
116,335,cart,2
116,133,purchase,3
117,351,purchase,3
117,364,purchase,3
117,324,cart,2
117,111,view,1
117,125,view,1
117,167,cart,2
117,11,cart,2
117,102,view,1
117,153,purchase,3
117,43,view,1
117,5,view,1
117,270,view,1
117,246,cart,2
117,98,purchase,3
117,57,cart,2
118,278,purchase,3
118,326,view,1
118,26,purchase,3
118,386,cart,2
118,232,purchase,3
118,183,purchase,3
118,480,view,1
118,139,cart,2
118,327,purchase,3
118,141,view,1
118,142,cart,2
118,440,view,1
118,216,view,1
118,36,cart,2
118,119,cart,2
118,157,view,1
118,332,cart,2
118,241,purchase,3
119,361,view,1
119,381,view,1
119,210,purchase,3
119,440,view,1
119,479,purchase,3
119,194,cart,2
119,55,purchase,3
120,354,cart,2
120,462,cart,2
120,334,view,1
120,259,cart,2
120,125,view,1
120,487,purchase,3
120,20,purchase,3
120,343,cart,2
120,249,cart,2
120,91,purchase,3
120,259,cart,2
120,395,cart,2
120,414,cart,2
120,295,view,1
120,97,cart,2
120,93,view,1
121,55,purchase,3
121,332,view,1
121,120,purchase,3
121,212,cart,2
121,341,cart,2
121,457,cart,2
121,243,purchase,3
121,444,purchase,3
121,351,cart,2
121,330,purchase,3
122,198,purchase,3
122,481,cart,2
122,281,cart,2
122,348,view,1
122,483,view,1
122,288,purchase,3
122,270,cart,2
122,490,view,1
122,62,purchase,3
122,277,cart,2
122,273,purchase,3
123,198,view,1
123,14,purchase,3
123,147,purchase,3
123,441,view,1
123,51,purchase,3
123,494,purchase,3
123,295,cart,2
123,446,purchase,3
